Horizonte,MAE,MSE,RMSE,MAPE,BDS_pvalue_h1
1,3755.6393234092316,23615875.63567199,4859.616819840016,23.795990665046567,0.7153092414237352
2,0.015532031113080496,0.0005293935717163529,0.02300855431608759,200.24856281571687,
3,0.07486961088801306,0.01435329047303703,0.11980521888898259,12.926161186687821,
4,3215.6511775287836,16947493.16375039,4116.733312196746,23.944229477838142,
5,2979.0591614412006,16213761.273504293,4026.6315045586543,19.0055545458139,
6,2816.0813426449427,12259243.258172393,3501.3202164572713,21.686380908978155,
7,3084.731717208059,21568632.345679652,4644.20416709684,20.535669461004748,
Promedio,2264.464731982031,12943572.241665915,3021.2355477032474,46.02036415158374,
